rental_id,bike_id,startstationid,endstationid,start_date,end_date
90766437,371,717,445,2019-09-01 10:19:00+00,2019-09-01 10:27:00+00
90766438,12050,457,153,2019-09-01 10:19:00+00,2019-09-01 10:45:00+00
90766439,3717,420,195,2019-09-01 10:19:00+00,2019-09-01 10:21:00+00
90766440,8295,630,307,2019-09-01 10:19:00+00,2019-09-01 10:47:00+00
90766441,8581,24,24,2019-09-01 10:20:00+00,2019-09-01 10:35:00+00
90766442,3079,135,339,2019-09-01 10:19:00+00,2019-09-01 10:25:00+00
90766443,5370,748,31,2019-09-01 10:19:00+00,2019-09-01 10:24:00+00
90766444,14979,624,77,2019-09-01 10:20:00+00,2019-09-01 10:47:00+00
90766445,8810,624,772,2019-09-01 10:20:00+00,2019-09-01 10:26:00+00
90766446,8891,193,799,2019-09-01 10:20:00+00,2019-09-01 10:43:00+00
90766447,9506,775,38,2019-09-01 10:20:00+00,2019-09-01 10:31:00+00
90766448,2888,537,561,2019-09-01 10:20:00+00,2019-09-01 10:31:00+00
90766449,459,300,47,2019-09-01 10:20:00+00,2019-09-01 10:41:00+00
90766450,2952,187,38,2019-09-01 10:20:00+00,2019-09-01 10:26:00+00
90766451,7590,596,738,2019-09-01 10:20:00+00,2019-09-01 10:33:00+00
90766452,9003,193,799,2019-09-01 10:20:00+00,2019-09-01 10:43:00+00
90766453,14729,193,799,2019-09-01 10:20:00+00,2019-09-01 10:44:00+00
90766454,13187,616,158,2019-09-01 10:20:00+00,2019-09-01 10:28:00+00
90766455,4583,653,378,2019-09-01 10:20:00+00,2019-09-01 10:45:00+00
90766456,13710,193,799,2019-09-01 10:20:00+00,2019-09-01 10:43:00+00
90766457,13938,237,732,2019-09-01 10:20:00+00,2019-09-01 10:33:00+00
90766458,7194,444,748,2019-09-01 10:20:00+00,2019-09-01 10:34:00+00
90766460,4335,624,631,2019-09-01 10:20:00+00,2019-09-01 10:25:00+00
90766461,9049,153,258,2019-09-01 10:20:00+00,2019-09-01 10:29:00+00
90766462,3142,95,401,2019-09-01 10:20:00+00,2019-09-01 10:31:00+00
90766463,11003,152,115,2019-09-01 10:20:00+00,2019-09-01 10:36:00+00
90766464,14247,133,356,2019-09-01 10:20:00+00,2019-09-01 10:36:00+00
90766465,2145,746,573,2019-09-01 10:20:00+00,2019-09-01 10:26:00+00
90766466,14767,255,300,2019-09-01 10:20:00+00,2019-09-01 10:33:00+00
90766467,16145,133,356,2019-09-01 10:20:00+00,2019-09-01 10:36:00+00
90766468,10136,94,61,2019-09-01 10:20:00+00,2019-09-01 10:25:00+00
90766469,646,653,378,2019-09-01 10:20:00+00,2019-09-01 10:46:00+00
90766470,13625,596,738,2019-09-01 10:20:00+00,2019-09-01 10:33:00+00
90766471,9542,356,248,2019-09-01 10:20:00+00,2019-09-01 10:29:00+00
90766472,12312,727,378,2019-09-01 10:21:00+00,2019-09-01 10:43:00+00
90766473,5921,732,278,2019-09-01 10:21:00+00,2019-09-01 10:24:00+00
90766474,15838,444,748,2019-09-01 10:21:00+00,2019-09-01 10:34:00+00
90766475,10255,489,702,2019-09-01 10:21:00+00,2019-09-01 10:33:00+00
90766476,13097,648,821,2019-09-01 10:21:00+00,2019-09-01 10:58:00+00
90766477,1484,702,199,2019-09-01 10:21:00+00,2019-09-01 10:39:00+00
90766478,9202,653,638,2019-09-01 10:21:00+00,2019-09-01 10:23:00+00
90766479,16404,191,153,2019-09-01 10:21:00+00,2019-09-01 11:18:00+00
90766480,11769,727,378,2019-09-01 10:21:00+00,2019-09-01 10:42:00+00
90766481,4187,737,741,2019-09-01 10:21:00+00,2019-09-01 10:47:00+00
90766482,423,648,821,2019-09-01 10:21:00+00,2019-09-01 10:58:00+00
90766483,13641,374,335,2019-09-01 10:21:00+00,2019-09-01 10:27:00+00
90766484,16532,143,653,2019-09-01 10:21:00+00,2019-09-01 10:44:00+00
90766485,5381,223,810,2019-09-01 10:21:00+00,2019-09-01 10:27:00+00
90766486,8261,212,212,2019-09-01 10:21:00+00,2019-09-01 12:20:00+00
90766487,3762,653,378,2019-09-01 10:21:00+00,2019-09-01 10:45:00+00
90766488,8043,654,654,2019-09-01 10:21:00+00,2019-09-01 11:18:00+00
90766489,4802,597,671,2019-09-01 10:21:00+00,2019-09-01 10:25:00+00
90766490,9658,470,579,2019-09-01 10:21:00+00,2019-09-01 10:44:00+00
90766491,12313,107,17,2019-09-01 10:21:00+00,2019-09-01 10:29:00+00
90766492,2812,449,458,2019-09-01 10:21:00+00,2019-09-01 10:29:00+00
90766493,3421,529,318,2019-09-01 10:21:00+00,2019-09-01 11:00:00+00
90766495,15698,138,312,2019-09-01 10:21:00+00,2019-09-01 10:34:00+00
90766496,5263,653,378,2019-09-01 10:22:00+00,2019-09-01 10:46:00+00
90766497,2426,653,378,2019-09-01 10:22:00+00,2019-09-01 10:45:00+00
90766498,16390,553,401,2019-09-01 10:22:00+00,2019-09-01 10:28:00+00
90766499,9160,653,378,2019-09-01 10:22:00+00,2019-09-01 10:46:00+00
90766500,3821,234,303,2019-09-01 10:22:00+00,2019-09-01 12:22:00+00
90766501,10257,312,379,2019-09-01 10:22:00+00,2019-09-01 10:40:00+00
90766502,7393,399,500,2019-09-01 10:22:00+00,2019-09-01 10:29:00+00
90766503,2735,118,125,2019-09-01 10:22:00+00,2019-09-01 10:40:00+00
90766504,316,202,481,2019-09-01 10:22:00+00,2019-09-01 11:06:00+00
90766505,9162,465,31,2019-09-01 10:22:00+00,2019-09-01 10:26:00+00
90766506,9758,191,191,2019-09-01 10:22:00+00,2019-09-01 10:53:00+00
90766507,12442,234,303,2019-09-01 10:22:00+00,2019-09-01 12:22:00+00
90766508,258,307,583,2019-09-01 10:22:00+00,2019-09-01 12:38:00+00
90766509,11446,827,364,2019-09-01 10:22:00+00,2019-09-01 10:47:00+00
90766510,15270,386,383,2019-09-01 10:22:00+00,2019-09-01 10:37:00+00
90766511,12680,298,834,2019-09-01 10:22:00+00,2019-09-01 10:51:00+00
90766512,14537,757,405,2019-09-01 10:22:00+00,2019-09-01 10:28:00+00
90766513,9222,191,191,2019-09-01 10:22:00+00,2019-09-01 10:53:00+00
90766514,9353,465,31,2019-09-01 10:22:00+00,2019-09-01 10:26:00+00
90766515,14137,811,732,2019-09-01 10:22:00+00,2019-09-01 11:14:00+00
90766516,11069,312,379,2019-09-01 10:22:00+00,2019-09-01 10:40:00+00
90766517,5109,234,303,2019-09-01 10:22:00+00,2019-09-01 12:22:00+00
90766518,2642,451,579,2019-09-01 10:22:00+00,2019-09-01 10:32:00+00
90766519,9811,739,300,2019-09-01 10:22:00+00,2019-09-01 10:42:00+00
90766520,9829,739,300,2019-09-01 10:22:00+00,2019-09-01 10:42:00+00
90766521,6233,263,677,2019-09-01 10:22:00+00,2019-09-01 10:58:00+00
90766522,16603,191,260,2019-09-01 10:22:00+00,2019-09-01 10:39:00+00
90766523,10536,24,24,2019-09-01 10:23:00+00,2019-09-01 10:36:00+00
90766524,3427,756,821,2019-09-01 10:23:00+00,2019-09-01 10:29:00+00
90766525,13373,307,583,2019-09-01 10:23:00+00,2019-09-01 12:48:00+00
90766526,14653,552,458,2019-09-01 10:23:00+00,2019-09-01 10:29:00+00
90766527,12317,272,27,2019-09-01 10:23:00+00,2019-09-01 10:32:00+00
90766528,6723,574,533,2019-09-01 10:23:00+00,2019-09-01 10:33:00+00
90766529,3612,811,732,2019-09-01 10:23:00+00,2019-09-01 11:14:00+00
90766530,5722,213,325,2019-09-01 10:23:00+00,2019-09-01 10:57:00+00
90766531,2753,65,257,2019-09-01 10:23:00+00,2019-09-01 10:28:00+00
90766532,16486,404,79,2019-09-01 10:23:00+00,2019-09-01 11:19:00+00
90766533,13528,478,518,2019-09-01 10:23:00+00,2019-09-01 10:28:00+00
90766534,12179,687,341,2019-09-01 10:23:00+00,2019-09-01 10:58:00+00
90766535,15396,481,481,2019-09-01 10:23:00+00,2019-09-01 10:50:00+00
90766536,1685,194,72,2019-09-01 10:23:00+00,2019-09-01 10:39:00+00
90766537,4905,404,79,2019-09-01 10:23:00+00,2019-09-01 11:18:00+00
90766538,7362,178,268,2019-09-01 10:23:00+00,2019-09-01 10:26:00+00
90766539,446,800,116,2019-09-01 10:23:00+00,2019-09-01 10:45:00+00
90766540,15122,578,578,2019-09-01 10:23:00+00,2019-09-01 13:36:00+00
90766541,6824,444,365,2019-09-01 10:23:00+00,2019-09-01 10:44:00+00
90766542,15227,42,73,2019-09-01 10:23:00+00,2019-09-01 10:27:00+00
90766544,8118,307,307,2019-09-01 10:23:00+00,2019-09-01 11:28:00+00
90766545,11780,800,116,2019-09-01 10:23:00+00,2019-09-01 10:45:00+00
90766546,6533,15,81,2019-09-01 10:23:00+00,2019-09-01 10:38:00+00
90766548,10457,690,700,2019-09-01 10:23:00+00,2019-09-01 10:38:00+00
90766549,15549,738,392,2019-09-01 10:23:00+00,2019-09-01 10:42:00+00
90766550,16444,234,303,2019-09-01 10:23:00+00,2019-09-01 12:22:00+00
90766551,6890,307,583,2019-09-01 10:24:00+00,2019-09-01 12:47:00+00
90766552,845,247,318,2019-09-01 10:23:00+00,2019-09-01 10:42:00+00
90766553,9360,15,81,2019-09-01 10:23:00+00,2019-09-01 10:38:00+00
90766554,16781,50,95,2019-09-01 10:24:00+00,2019-09-01 10:32:00+00
90766555,3671,690,700,2019-09-01 10:24:00+00,2019-09-01 10:38:00+00
90766556,4108,107,30,2019-09-01 10:24:00+00,2019-09-01 10:26:00+00
90766557,1204,213,325,2019-09-01 10:24:00+00,2019-09-01 10:57:00+00
90766558,7729,185,118,2019-09-01 10:24:00+00,2019-09-01 10:49:00+00
90766559,5545,191,303,2019-09-01 10:24:00+00,2019-09-01 10:41:00+00
90766560,9904,349,400,2019-09-01 10:24:00+00,2019-09-01 10:33:00+00
90766561,10686,717,578,2019-09-01 10:24:00+00,2019-09-01 10:30:00+00
90766562,16231,191,303,2019-09-01 10:24:00+00,2019-09-01 10:41:00+00
90766563,12285,633,270,2019-09-01 10:24:00+00,2019-09-01 10:50:00+00
90766564,13273,720,633,2019-09-01 10:24:00+00,2019-09-01 10:33:00+00
90766565,15420,191,303,2019-09-01 10:24:00+00,2019-09-01 10:41:00+00
90766566,7260,195,125,2019-09-01 10:24:00+00,2019-09-01 10:30:00+00
90766567,4853,141,376,2019-09-01 10:24:00+00,2019-09-01 11:14:00+00
90766568,14019,270,664,2019-09-01 10:24:00+00,2019-09-01 10:34:00+00
90766569,8802,496,521,2019-09-01 10:24:00+00,2019-09-01 10:50:00+00
90766570,7343,185,359,2019-09-01 10:24:00+00,2019-09-01 10:47:00+00
90766571,10437,446,816,2019-09-01 10:24:00+00,2019-09-01 10:55:00+00
90766572,3567,764,172,2019-09-01 10:24:00+00,2019-09-01 10:42:00+00
90766573,2851,799,15,2019-09-01 10:24:00+00,2019-09-01 11:50:00+00
90766574,15704,300,300,2019-09-01 10:24:00+00,2019-09-01 10:47:00+00
90766575,7242,357,797,2019-09-01 10:24:00+00,2019-09-01 10:29:00+00
90766576,7321,446,512,2019-09-01 10:24:00+00,2019-09-01 10:28:00+00
90766577,15397,300,300,2019-09-01 10:24:00+00,2019-09-01 10:46:00+00
90766578,13301,58,73,2019-09-01 10:24:00+00,2019-09-01 10:29:00+00
90766579,7993,250,250,2019-09-01 10:24:00+00,2019-09-01 10:45:00+00
90766580,1547,321,194,2019-09-01 10:25:00+00,2019-09-01 10:31:00+00
90766581,5359,356,423,2019-09-01 10:24:00+00,2019-09-01 10:31:00+00
90766582,1816,739,739,2019-09-01 10:24:00+00,2019-09-01 10:58:00+00
90766583,3974,618,691,2019-09-01 10:25:00+00,2019-09-01 10:27:00+00
90766584,12247,607,596,2019-09-01 10:25:00+00,2019-09-01 10:42:00+00
90766585,5621,589,656,2019-09-01 10:25:00+00,2019-09-01 10:36:00+00
90766586,895,446,816,2019-09-01 10:25:00+00,2019-09-01 10:55:00+00
90766587,14797,653,419,2019-09-01 10:25:00+00,2019-09-01 10:47:00+00
90766588,7050,653,419,2019-09-01 10:25:00+00,2019-09-01 10:47:00+00
90766589,6527,653,419,2019-09-01 10:25:00+00,2019-09-01 10:47:00+00
90766590,9646,653,419,2019-09-01 10:25:00+00,2019-09-01 10:47:00+00
90766591,6780,462,607,2019-09-01 10:25:00+00,2019-09-01 11:47:00+00
90766592,14894,462,607,2019-09-01 10:25:00+00,2019-09-01 11:47:00+00
90766593,6162,125,486,2019-09-01 10:25:00+00,2019-09-01 10:43:00+00
90766594,15354,622,379,2019-09-01 10:25:00+00,2019-09-01 10:39:00+00
90766595,1862,29,379,2019-09-01 10:25:00+00,2019-09-01 10:29:00+00
90766596,16400,622,379,2019-09-01 10:25:00+00,2019-09-01 10:46:00+00
90766597,13212,277,103,2019-09-01 10:25:00+00,2019-09-01 11:31:00+00
90766599,3237,458,202,2019-09-01 10:25:00+00,2019-09-01 10:30:00+00
90766600,7095,314,251,2019-09-01 10:25:00+00,2019-09-01 10:37:00+00
90766601,4692,580,320,2019-09-01 10:25:00+00,2019-09-01 10:46:00+00
90766602,9197,553,534,2019-09-01 10:25:00+00,2019-09-01 10:29:00+00
90766603,14704,99,428,2019-09-01 10:25:00+00,2019-09-01 10:57:00+00
90766604,11532,645,221,2019-09-01 10:25:00+00,2019-09-01 10:36:00+00
90766605,15230,312,300,2019-09-01 10:25:00+00,2019-09-01 10:41:00+00
90766606,8974,310,268,2019-09-01 10:25:00+00,2019-09-01 10:35:00+00
90766607,2013,834,814,2019-09-01 10:25:00+00,2019-09-01 10:42:00+00
90766608,3780,99,428,2019-09-01 10:25:00+00,2019-09-01 10:57:00+00
90766609,7417,580,320,2019-09-01 10:25:00+00,2019-09-01 10:46:00+00
90766610,16427,397,400,2019-09-01 10:25:00+00,2019-09-01 10:47:00+00
90766611,10358,165,428,2019-09-01 10:26:00+00,2019-09-01 10:42:00+00
90766612,10412,314,251,2019-09-01 10:25:00+00,2019-09-01 10:37:00+00
90766613,16477,536,531,2019-09-01 10:25:00+00,2019-09-01 10:35:00+00
90766614,14297,401,54,2019-09-01 10:26:00+00,2019-09-01 10:32:00+00
90766615,4119,426,661,2019-09-01 10:26:00+00,2019-09-01 11:03:00+00
90766616,3379,307,307,2019-09-01 10:26:00+00,2019-09-01 11:20:00+00
90766617,11429,443,134,2019-09-01 10:26:00+00,2019-09-01 10:38:00+00
90766618,333,560,176,2019-09-01 10:26:00+00,2019-09-01 10:33:00+00
90766619,1813,108,352,2019-09-01 10:26:00+00,2019-09-01 10:35:00+00
90766620,10719,578,702,2019-09-01 10:26:00+00,2019-09-01 10:30:00+00
90766621,4439,647,739,2019-09-01 10:26:00+00,2019-09-01 10:44:00+00
90766622,4575,433,798,2019-09-01 10:26:00+00,2019-09-01 10:28:00+00
90766623,7727,404,191,2019-09-01 10:26:00+00,2019-09-01 10:50:00+00
90766624,1164,191,300,2019-09-01 10:26:00+00,2019-09-01 11:07:00+00
90766627,13122,443,785,2019-09-01 10:26:00+00,2019-09-01 10:50:00+00
90766629,13394,191,246,2019-09-01 10:26:00+00,2019-09-01 10:58:00+00
90766631,6637,647,739,2019-09-01 10:26:00+00,2019-09-01 10:44:00+00
90766632,12349,153,111,2019-09-01 10:26:00+00,2019-09-01 11:28:00+00
90766633,1805,690,739,2019-09-01 10:26:00+00,2019-09-01 10:38:00+00
90766634,6304,609,734,2019-09-01 10:26:00+00,2019-09-01 10:32:00+00
90766635,7633,191,246,2019-09-01 10:26:00+00,2019-09-01 10:58:00+00
90766636,3979,621,821,2019-09-01 10:26:00+00,2019-09-01 10:48:00+00
90766637,2981,550,411,2019-09-01 10:26:00+00,2019-09-01 10:49:00+00
90766638,12190,748,804,2019-09-01 10:26:00+00,2019-09-01 10:47:00+00
90766639,740,748,804,2019-09-01 10:26:00+00,2019-09-01 10:47:00+00
90766640,10118,133,97,2019-09-01 10:26:00+00,2019-09-01 10:31:00+00
90766642,5990,763,498,2019-09-01 10:26:00+00,2019-09-01 10:33:00+00
90766643,8914,749,446,2019-09-01 10:26:00+00,2019-09-01 10:38:00+00
90766644,9608,133,97,2019-09-01 10:27:00+00,2019-09-01 10:31:00+00
90766645,5997,574,119,2019-09-01 10:27:00+00,2019-09-01 10:32:00+00
90766646,15512,568,650,2019-09-01 10:27:00+00,2019-09-01 10:37:00+00
90766647,3585,185,288,2019-09-01 10:27:00+00,2019-09-01 10:30:00+00
90766648,2893,619,689,2019-09-01 10:27:00+00,2019-09-01 10:38:00+00
90766649,13846,578,102,2019-09-01 10:27:00+00,2019-09-01 10:40:00+00
90766650,1348,47,804,2019-09-01 10:27:00+00,2019-09-01 10:49:00+00
90766651,7583,514,242,2019-09-01 10:27:00+00,2019-09-01 10:33:00+00
90766652,12943,832,676,2019-09-01 10:27:00+00,2019-09-01 10:38:00+00
90766653,2309,446,502,2019-09-01 10:27:00+00,2019-09-01 10:33:00+00
90766654,6396,300,153,2019-09-01 10:27:00+00,2019-09-01 10:32:00+00
90766655,13985,499,458,2019-09-01 10:27:00+00,2019-09-01 10:44:00+00
90766656,12609,153,111,2019-09-01 10:27:00+00,2019-09-01 11:28:00+00
90766657,9891,300,153,2019-09-01 10:27:00+00,2019-09-01 10:33:00+00
90766658,10623,665,694,2019-09-01 10:27:00+00,2019-09-01 11:09:00+00
90766660,16028,514,242,2019-09-01 10:27:00+00,2019-09-01 10:34:00+00
90766661,9732,345,432,2019-09-01 10:27:00+00,2019-09-01 10:34:00+00
90766662,15181,221,826,2019-09-01 10:27:00+00,2019-09-01 10:32:00+00
90766663,12335,307,191,2019-09-01 10:27:00+00,2019-09-01 11:19:00+00
90766664,10335,307,191,2019-09-01 10:27:00+00,2019-09-01 11:19:00+00
90766665,13733,492,194,2019-09-01 10:27:00+00,2019-09-01 10:54:00+00
90766667,14728,153,111,2019-09-01 10:27:00+00,2019-09-01 11:28:00+00
90766668,1821,360,160,2019-09-01 10:28:00+00,2019-09-01 10:48:00+00
90766669,12093,492,194,2019-09-01 10:28:00+00,2019-09-01 10:54:00+00
90766670,2716,401,275,2019-09-01 10:28:00+00,2019-09-01 10:35:00+00
90766671,13214,360,336,2019-09-01 10:28:00+00,2019-09-01 20:30:00+00
90766672,6347,446,502,2019-09-01 10:28:00+00,2019-09-01 10:33:00+00
90766673,10939,661,307,2019-09-01 10:28:00+00,2019-09-01 10:34:00+00
90766674,15363,662,428,2019-09-01 10:28:00+00,2019-09-01 10:43:00+00
90766675,11005,628,780,2019-09-01 10:28:00+00,2019-09-01 10:31:00+00
90766676,6684,770,378,2019-09-01 10:28:00+00,2019-09-01 10:42:00+00
90766677,16693,499,467,2019-09-01 10:28:00+00,2019-09-01 10:32:00+00
90766678,14130,529,88,2019-09-01 10:28:00+00,2019-09-01 10:50:00+00
90766679,14713,782,37,2019-09-01 10:28:00+00,2019-09-01 10:33:00+00
90766680,15720,152,228,2019-09-01 10:28:00+00,2019-09-01 10:47:00+00
90766681,9230,770,378,2019-09-01 10:28:00+00,2019-09-01 10:42:00+00
90766682,14503,800,345,2019-09-01 10:28:00+00,2019-09-01 10:36:00+00
90766683,7944,191,111,2019-09-01 10:28:00+00,2019-09-01 11:07:00+00
90766684,2578,662,428,2019-09-01 10:28:00+00,2019-09-01 10:43:00+00
90766685,8360,409,194,2019-09-01 10:28:00+00,2019-09-01 10:36:00+00
90766686,14465,662,428,2019-09-01 10:28:00+00,2019-09-01 10:43:00+00
90766687,9045,169,396,2019-09-01 10:28:00+00,2019-09-01 10:33:00+00
90766688,5117,483,564,2019-09-01 10:28:00+00,2019-09-01 10:48:00+00
90766689,13658,191,111,2019-09-01 10:28:00+00,2019-09-01 11:07:00+00
90766690,12917,315,271,2019-09-01 10:28:00+00,2019-09-01 11:36:00+00
90766691,3817,142,157,2019-09-01 10:29:00+00,2019-09-01 10:37:00+00
90766693,16086,834,609,2019-09-01 10:29:00+00,2019-09-01 10:39:00+00
90766694,1325,142,157,2019-09-01 10:29:00+00,2019-09-01 10:37:00+00
90766695,1812,536,502,2019-09-01 10:29:00+00,2019-09-01 11:21:00+00
90766696,4257,800,737,2019-09-01 10:29:00+00,2019-09-01 10:48:00+00
90766697,14815,266,151,2019-09-01 10:29:00+00,2019-09-01 11:00:00+00
90766698,2771,510,586,2019-09-01 10:29:00+00,2019-09-01 10:48:00+00
90766699,9233,403,258,2019-09-01 10:29:00+00,2019-09-01 10:41:00+00
90766700,1988,298,309,2019-09-01 10:29:00+00,2019-09-01 10:49:00+00
90766701,10646,397,8,2019-09-01 10:29:00+00,2019-09-01 10:57:00+00
90766702,5022,446,55,2019-09-01 10:29:00+00,2019-09-01 10:44:00+00
90766703,8336,170,388,2019-09-01 10:29:00+00,2019-09-01 10:48:00+00
90766704,12627,568,568,2019-09-01 10:29:00+00,2019-09-01 11:15:00+00
90766705,7677,315,57,2019-09-01 10:29:00+00,2019-09-01 10:41:00+00
90766706,13911,131,572,2019-09-01 10:29:00+00,2019-09-01 10:34:00+00
90766707,16754,170,388,2019-09-01 10:29:00+00,2019-09-01 10:48:00+00
90766708,4029,655,616,2019-09-01 10:29:00+00,2019-09-01 10:34:00+00
90766709,210,169,169,2019-09-01 10:29:00+00,2019-09-01 13:24:00+00
90766710,9302,169,169,2019-09-01 10:29:00+00,2019-09-01 13:24:00+00
90766711,3825,169,169,2019-09-01 10:30:00+00,2019-09-01 13:24:00+00
90766712,16465,37,378,2019-09-01 10:30:00+00,2019-09-01 10:38:00+00
90766713,12525,237,390,2019-09-01 10:30:00+00,2019-09-01 10:51:00+00
90766714,7126,691,691,2019-09-01 10:30:00+00,2019-09-01 10:49:00+00
90766716,10742,783,785,2019-09-01 10:30:00+00,2019-09-01 10:35:00+00
90766717,2043,94,104,2019-09-01 10:30:00+00,2019-09-01 10:38:00+00
90766718,6250,495,459,2019-09-01 10:30:00+00,2019-09-01 10:40:00+00
90766719,6272,219,432,2019-09-01 10:30:00+00,2019-09-01 10:39:00+00
90766720,4062,626,375,2019-09-01 10:30:00+00,2019-09-01 10:40:00+00
90766721,14586,607,765,2019-09-01 10:30:00+00,2019-09-01 10:43:00+00
90766722,13930,453,579,2019-09-01 10:30:00+00,2019-09-01 10:44:00+00
90766723,12840,284,273,2019-09-01 10:30:00+00,2019-09-01 10:34:00+00
90766724,12061,495,459,2019-09-01 10:30:00+00,2019-09-01 10:40:00+00
90766725,422,611,45,2019-09-01 10:30:00+00,2019-09-01 10:52:00+00
90766726,14493,505,505,2019-09-01 10:30:00+00,2019-09-01 12:54:00+00
90766727,2035,433,572,2019-09-01 10:30:00+00,2019-09-01 10:59:00+00
90766728,6619,191,300,2019-09-01 10:30:00+00,2019-09-01 11:07:00+00
90766729,6062,433,572,2019-09-01 10:30:00+00,2019-09-01 10:58:00+00
90766730,4146,266,151,2019-09-01 10:30:00+00,2019-09-01 11:00:00+00
90766731,7525,505,505,2019-09-01 10:30:00+00,2019-09-01 12:53:00+00
90766732,16715,696,378,2019-09-01 10:30:00+00,2019-09-01 10:49:00+00
90766733,16701,602,273,2019-09-01 10:30:00+00,2019-09-01 10:41:00+00
90766734,7220,191,303,2019-09-01 10:30:00+00,2019-09-01 10:54:00+00
90766735,10284,144,5,2019-09-01 10:30:00+00,2019-09-01 10:50:00+00
90766736,5381,810,127,2019-09-01 10:30:00+00,2019-09-01 10:45:00+00
90766737,7588,396,242,2019-09-01 10:30:00+00,2019-09-01 10:41:00+00
90766738,8198,408,456,2019-09-01 10:30:00+00,2019-09-01 10:54:00+00
90766739,15886,408,456,2019-09-01 10:31:00+00,2019-09-01 10:54:00+00
90766740,9123,440,828,2019-09-01 10:31:00+00,2019-09-01 10:36:00+00
90766741,9363,186,293,2019-09-01 10:31:00+00,2019-09-01 10:54:00+00
90766742,5227,303,303,2019-09-01 10:31:00+00,2019-09-01 11:47:00+00
90766743,873,321,186,2019-09-01 10:31:00+00,2019-09-01 11:01:00+00
90766744,15192,521,534,2019-09-01 10:31:00+00,2019-09-01 10:45:00+00
90766745,14270,488,486,2019-09-01 10:31:00+00,2019-09-01 10:49:00+00
90766746,4579,74,275,2019-09-01 10:31:00+00,2019-09-01 10:52:00+00
90766747,14758,708,610,2019-09-01 10:31:00+00,2019-09-01 10:47:00+00
90766748,4513,749,722,2019-09-01 10:31:00+00,2019-09-01 10:38:00+00
90766749,13504,100,366,2019-09-01 10:31:00+00,2019-09-01 10:46:00+00
90766750,8828,132,692,2019-09-01 10:31:00+00,2019-09-01 14:26:00+00
90766751,15355,76,76,2019-09-01 10:31:00+00,2019-09-01 10:45:00+00
90766752,2760,695,533,2019-09-01 10:31:00+00,2019-09-01 11:18:00+00
90766753,8973,695,533,2019-09-01 10:31:00+00,2019-09-01 11:18:00+00
90766754,1481,102,574,2019-09-01 10:31:00+00,2019-09-01 10:44:00+00
90766756,13020,708,609,2019-09-01 10:31:00+00,2019-09-01 10:58:00+00
90766757,16439,2,2,2019-09-01 10:31:00+00,2019-09-01 10:34:00+00
90766758,15572,787,787,2019-09-01 10:31:00+00,2019-09-01 10:56:00+00
90766759,347,397,277,2019-09-01 10:31:00+00,2019-09-01 10:55:00+00
90766760,6242,76,76,2019-09-01 10:31:00+00,2019-09-01 10:45:00+00
90766761,13845,590,114,2019-09-01 10:31:00+00,2019-09-01 10:36:00+00
90766762,34,395,800,2019-09-01 10:31:00+00,2019-09-01 11:16:00+00
90766763,12028,517,732,2019-09-01 10:31:00+00,2019-09-01 10:54:00+00
90766764,5400,183,352,2019-09-01 10:31:00+00,2019-09-01 10:39:00+00
90766765,6705,395,800,2019-09-01 10:31:00+00,2019-09-01 11:18:00+00
90766766,16690,5,143,2019-09-01 10:31:00+00,2019-09-01 10:35:00+00
90766767,4848,378,350,2019-09-01 10:32:00+00,2019-09-01 11:17:00+00
90766768,4149,154,810,2019-09-01 10:31:00+00,2019-09-01 10:38:00+00
90766769,3663,26,798,2019-09-01 10:31:00+00,2019-09-01 10:33:00+00
90766770,11041,678,708,2019-09-01 10:31:00+00,2019-09-01 12:46:00+00
90766771,14383,397,277,2019-09-01 10:32:00+00,2019-09-01 10:55:00+00
90766772,16635,419,310,2019-09-01 10:32:00+00,2019-09-01 10:47:00+00
90766773,3314,512,717,2019-09-01 10:32:00+00,2019-09-01 10:38:00+00
90766774,2401,378,350,2019-09-01 10:32:00+00,2019-09-01 11:16:00+00
90766775,6712,2,191,2019-09-01 10:32:00+00,2019-09-01 11:11:00+00
90766776,6217,512,717,2019-09-01 10:32:00+00,2019-09-01 10:38:00+00
90766777,1552,761,681,2019-09-01 10:32:00+00,2019-09-01 10:40:00+00
90766778,8161,495,496,2019-09-01 10:32:00+00,2019-09-01 10:34:00+00
90766779,6971,628,680,2019-09-01 10:32:00+00,2019-09-01 10:48:00+00
90766780,6247,365,14,2019-09-01 10:32:00+00,2019-09-01 10:40:00+00
90766781,3055,600,195,2019-09-01 10:32:00+00,2019-09-01 10:46:00+00
90766782,12175,215,40,2019-09-01 10:32:00+00,2019-09-01 10:39:00+00
90766783,6677,154,810,2019-09-01 10:32:00+00,2019-09-01 10:37:00+00
90766784,2123,410,408,2019-09-01 10:32:00+00,2019-09-01 10:36:00+00
90766785,9025,183,817,2019-09-01 10:32:00+00,2019-09-01 12:04:00+00
90766786,9164,188,8,2019-09-01 10:32:00+00,2019-09-01 10:40:00+00
90766787,6187,516,206,2019-09-01 10:32:00+00,2019-09-01 10:47:00+00
90766788,7967,628,680,2019-09-01 10:32:00+00,2019-09-01 10:48:00+00
90766789,3803,807,228,2019-09-01 10:32:00+00,2019-09-01 11:05:00+00
90766790,6328,609,320,2019-09-01 10:33:00+00,2019-09-01 10:58:00+00
90766791,8626,709,678,2019-09-01 10:32:00+00,2019-09-01 10:55:00+00
90766792,16458,307,151,2019-09-01 10:32:00+00,2019-09-01 10:46:00+00
